size,path
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Wayne#2023-10-29 23:02:49/3#Plympton#2023-10-28 00:25:26.185000+00:00/3#W Lebanon#2023-10-28 02:44:26.185000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Wayne#2023-10-29 23:02:49/3#Plympton#2023-10-28 00:25:26.185000+00:00/3#Bloomfield#2023-10-28 02:34:26.185000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#York#2023-10-30 18:51:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#York#2023-10-30 18:51:00+00:00/3#Newark#2023-10-30 20:01:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#York#2023-10-30 18:51:00+00:00/3#North East#2023-10-30 19:55:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#York#2023-10-30 18:51:00+00:00/3#Carlisle#2023-10-30 19:30:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#York#2023-10-30 18:51:00+00:00/3#Allentown#2023-10-30 20:22:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#York#2023-10-30 18:51:00+00:00/3#Quakertown#2023-10-30 20:34:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#York#2023-10-30 18:51:00+00:00/3#Bethlehem#2023-10-30 20:32:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#York#2023-10-30 18:51:00+00:00/3#Fogelsville#2023-10-30 20:17:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#York#2023-10-30 18:51:00+00:00/3#Palmyra#2023-10-30 19:30:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#York#2023-10-30 18:51:00+00:00/3#Jonestown#2023-10-30 19:43:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#York#2023-10-30 18:51:00+00:00/3#Hanover#2023-10-30 19:11:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#York#2023-10-30 18:51:00+00:00/3#Leesport#2023-10-30 19:56:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#York#2023-10-30 18:51:00+00:00/3#Swedesboro#2023-10-30 20:26:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#York#2023-10-30 18:51:00+00:00/3#Philadelphia#2023-10-30 20:27:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#York#2023-10-30 18:51:00+00:00/3#Darlington#2023-10-30 19:35:00
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#Brattleboro#2023-10-30 20:37:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#Brattleboro#2023-10-30 20:37:00+00:00/3#Portsmouth#2023-10-30 22:37:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#Brattleboro#2023-10-30 20:37:00+00:00/3#Easthampton#2023-10-30 21:21:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#Brattleboro#2023-10-30 20:37:00+00:00/3#Ludlow#2023-10-30 21:42:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#Brattleboro#2023-10-30 20:37:00+00:00/3#Bethany#2023-10-30 22:37:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#Brattleboro#2023-10-30 20:37:00+00:00/3#Haverhill#2023-10-30 22:30:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#Brattleboro#2023-10-30 20:37:00+00:00/3#Springfield#2023-10-30 21:35:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#Brattleboro#2023-10-30 20:37:00+00:00/3#Southborough#2023-10-30 22:09:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#Brattleboro#2023-10-30 20:37:00+00:00/3#New Haven#2023-10-30 22:39:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#Brattleboro#2023-10-30 20:37:00+00:00/3#Stratford#2023-10-30 22:54:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#Brattleboro#2023-10-30 20:37:00+00:00/3#Worcester#2023-10-30 21:59:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Elizabeth#2023-10-29 22:46:49/3#Brattleboro#2023-10-30 20:37:00+00:00/3#Boston#2023-10-30 22:26:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Bethlehem#2023-10-30 00:02:49
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Bronx#2023-10-29 22:43:49
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Allentown#2023-10-30 00:09:49
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Ephrata#2023-10-30 01:51:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Allentown#2023-10-30 01:09:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Swedesboro#2023-10-30 01:14:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Lakewood#2023-10-30 00:30:00
900,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Lakewood#2023-10-30 00:30:00/3#Bloomfield#2023-10-30 12:01:00+00:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Lakewood#2023-10-30 00:30:00/3#Bloomfield#2023-10-30 12:01:00+00:00/3#Worcester#2023-10-30 13:07:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Lakewood#2023-10-30 00:30:00/3#Bloomfield#2023-10-30 12:01:00+00:00/3#Wayne#2023-10-30 14:19:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Lakewood#2023-10-30 00:30:00/3#Bloomfield#2023-10-30 12:01:00+00:00/3#Newark#2023-10-30 14:15:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Lakewood#2023-10-30 00:30:00/3#Bloomfield#2023-10-30 12:01:00+00:00/3#Elizabeth#2023-10-30 14:21:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Lakewood#2023-10-30 00:30:00/3#Bloomfield#2023-10-30 12:01:00+00:00/3#Boston#2023-10-30 13:46:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Lakewood#2023-10-30 00:30:00/3#Bloomfield#2023-10-30 12:01:00+00:00/3#Southborough#2023-10-30 13:21:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Lakewood#2023-10-30 00:30:00/3#Bloomfield#2023-10-30 12:01:00+00:00/3#Farmingdale#2023-10-30 14:20:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Lakewood#2023-10-30 00:30:00/3#Bloomfield#2023-10-30 12:01:00+00:00/3#Bronx#2023-10-30 13:53:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Lakewood#2023-10-30 00:30:00/3#Bloomfield#2023-10-30 12:01:00+00:00/3#Suffern#2023-10-30 14:04:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Edison#2023-10-29 23:56:00
900,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Edison#2023-10-29 23:56:00/3#Everett#2023-10-30 21:12:00+00:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Edison#2023-10-29 23:56:00/3#Everett#2023-10-30 21:12:00+00:00/3#Worcester#2023-10-30 21:58:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Edison#2023-10-29 23:56:00/3#Everett#2023-10-30 21:12:00+00:00/3#Southborough#2023-10-30 21:43:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Edison#2023-10-29 23:56:00/3#Everett#2023-10-30 21:12:00+00:00/3#Portsmouth#2023-10-30 22:03:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Edison#2023-10-29 23:56:00/3#Everett#2023-10-30 21:12:00+00:00/3#Boston#2023-10-30 21:16:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Edison#2023-10-29 23:56:00/3#Everett#2023-10-30 21:12:00+00:00/3#Merrimack#2023-10-30 22:02:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Edison#2023-10-29 23:56:00/3#Everett#2023-10-30 21:12:00+00:00/3#Westbrook#2023-10-30 22:53:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Philadelphia#2023-10-30 01:03:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Bronx#2023-10-30 00:43:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Newark#2023-10-30 00:21:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Elizabeth#2023-10-30 00:13:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Bethlehem#2023-10-30 01:01:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Yonkers#2023-10-30 00:46:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#S Plainfield#2023-10-30 00:02:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Yonkers#2023-10-29 22:45:49/2#Edison#2023-10-29 23:56:00+00:00/2#Suffern#2023-10-30 00:54:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Concord#2023-10-28 13:41:00/2#New York#2023-10-29 22:23:49+00:00/2#Suffern#2023-10-29 23:06:49
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Nashua#2023-10-28 14:16:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Boston#2023-10-28 14:49:00
500,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Boston#2023-10-28 14:49:00/2#Brooklyn#2023-10-29 20:39:00+00:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Boston#2023-10-28 14:49:00/2#Brooklyn#2023-10-29 20:39:00+00:00/2#Bethlehem#2023-10-29 22:18:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Boston#2023-10-28 14:49:00/2#Brooklyn#2023-10-29 20:39:00+00:00/2#Swedesboro#2023-10-29 22:28:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Boston#2023-10-28 14:49:00/2#Brooklyn#2023-10-29 20:39:00+00:00/2#Elizabeth#2023-10-29 21:02:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Boston#2023-10-28 14:49:00/2#Brooklyn#2023-10-29 20:39:00+00:00/2#Wayne#2023-10-29 21:18:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Boston#2023-10-28 14:49:00/2#Brooklyn#2023-10-29 20:39:00+00:00/2#Edison#2023-10-29 21:15:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Boston#2023-10-28 14:49:00/2#Brooklyn#2023-10-29 20:39:00+00:00/2#Newark#2023-10-29 21:07:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Boston#2023-10-28 14:49:00/2#Brooklyn#2023-10-29 20:39:00+00:00/2#Philadelphia#2023-10-29 22:16:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Boston#2023-10-28 14:49:00/2#Brooklyn#2023-10-29 20:39:00+00:00/2#Suffern#2023-10-29 21:22:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Boston#2023-10-28 14:49:00/2#Brooklyn#2023-10-29 20:39:00+00:00/2#Bronx#2023-10-29 20:59:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Boston#2023-10-28 14:49:00/2#Brooklyn#2023-10-29 20:39:00+00:00/2#Allentown#2023-10-29 22:25:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Fitzgerald#2023-10-20 15:20:00/1#Concord#2023-10-28 13:41:00+00:00/1#Boston#2023-10-28 14:49:00/2#Brooklyn#2023-10-29 20:39:00+00:00/2#Yonkers#2023-10-29 21:01:00
